시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류,장애인 주차칸 여부
시네마주차장,성북구,100,성북구 돈암동 538-59 ,37.59916723,127.014741,주차장,공영주차장,가능
한국교회100주년기념관 주차장,종로구,100,종로구 연지동 135-0 ,37.57440623,127.0005053,주차장,공영주차장,가능
YBM강남센터빌딩 부설주차장,강남구,99,강남구 역삼동 820-8 ,37.49922932,127.0275901,주차장,공영주차장,가능
프리마호텔,강남구,99,강남구 청담동 52-3 ,37.52430219,127.0522311,주차장,공영주차장,가능
화곡3-1 공영주차장(구),강서구,99,강서구 화곡동 1045-0,37.54178033,126.834743,주차장,공영주차장,가능
방배복개도로 제2지역 노상공영주차장(구),서초구,99,서초구 방배동 493-5,37.48294232,126.9825399,주차장,공영주차장,가능
심팩빌딩 주차장,영등포구,99,영등포구 여의도동 34-1,37.52270284,126.9294507,주차장,공영주차장,가능
삼윤 주차장(민영),마포구,98,마포구 서교동 371-14,37.55282085,126.9190237,주차장,민영주차장,불가능
교대역동측주차장(구),서초구,32,서초구 서초동 1673-7,37.49383778,127.0155087,주차장,공영주차장,불가능
보전빌딩 주차장,강남구,98,강남구 논현동 70-7 ,37.51921658,127.0341048,주차장,공영주차장,가능
강동그린타워,강동구,98,강동구 길동 459-3 ,37.53463102,127.1382288,주차장,공영주차장,가능
화곡1-1 공영주차장(구),강서구,98,강서구 화곡동 424-94,37.53142687,126.839887,주차장,공영주차장,가능
삼윤빌딩 주차장,마포구,98,마포구 서교동 371-14 ,37.55282085,126.9190237,주차장,공영주차장,가능
서강대역 환승 공영주차장(구),마포구,98,마포구 신수동 93-35,37.55102716,126.9364628,주차장,공영주차장,가능
양재주차빌딩(구),서초구,98,서초구 양재동 90-2,37.47860952,127.0413691,주차장,공영주차장,가능
영등포여고 공영(구),영등포구,98,영등포구 신길동 184-3,37.51520496,126.915116,주차장,공영주차장,가능
나비빌딩,강동구,97,강동구 천호동 453-19 ,37.53823096,127.1272232,주차장,공영주차장,가능
화곡본-1 공영주차장(구),강서구,97,강서구 화곡동 56-127,37.53975106,126.8497943,주차장,공영주차장,가능
남부순환로397길(구),강남구,33,강남구 대치동 600-13,37.49423318,127.0606595,주차장,공영주차장,가능
은행나무공영주차장(구),중랑구,97,중랑구 면목동 107-5,37.58701918,127.0914957,주차장,공영주차장,가능
미디어케어라인(민영),마포구,96,마포구 상암동 251-1,37.58348575,126.8878703,주차장,민영주차장,불가능
세종주차타워(민영),중구,96,중구 충무로2가 61-6,37.56144701,126.9876961,주차장,민영주차장,불가능
상봉유료주차장(민영),중랑구,96,중랑구 상봉동 91-4,37.59670688,127.088401,주차장,민영주차장,불가능
다올빌딩,강동구,96,강동구 상일동 502-2 ,37.54991985,127.1759221,주차장,공영주차장,가능
e테크밸리,용산구,96,용산구 원효로3가 51-37 ,37.53331188,126.9576834,주차장,공영주차장,가능
순화타워 주차장,중구,96,중구 소공동 66-0 ,37.561078,126.9722754,주차장,공영주차장,가능
강동주차장(이오운송)(민영),강동구,95,강동구 강일동 482-0,37.55554099,127.1808993,주차장,민영주차장,불가능
경동주차장(민영),서초구,95,서초구 서초동 1307-1,37.49988536,127.0250027,주차장,민영주차장,불가능
미림타워 주차장,강남구,95,강남구 역삼동 825-22,37.49737112,127.0297622,주차장,공영주차장,가능
영동대로85길(구),강남구,95,강남구 대치동 1012-111,37.50610631,127.0592561,주차장,공영주차장,가능
현대스위스타워 부설주차장,강남구,95,강남구 삼성동 143-40 ,37.50636735,127.0536684,주차장,공영주차장,가능
일성하이츠오피스텔,강동구,95,강동구 길동 454-1 ,37.53517289,127.1363482,주차장,공영주차장,가능
삼양마을공원지하 공영주차장(구),강북구,95,강북구 미아동 748-2,37.62274538,127.0184279,주차장,공영주차장,가능
부라다리빙텔 주차장,성북구,95,성북구 동소문동4가 75-2,37.59086985,127.0107043,주차장,공영주차장,가능
이촌2주차장[동작대교 하부],용산구,95,용산구 용산동6가 452-1,37.51535432,126.9831416,주차장,공영주차장,가능
지타워 주차장,종로구,95,종로구 수송동 156-0 ,37.57267337,126.9810494,주차장,공영주차장,가능
을지로 공영주차장(시),중구,95,중구 을지로3가 282-8,37.56667368,126.9970968,주차장,공영주차장,가능
중림종합복지센터 주차장,중구,95,중구 중림동 155-1 ,37.559389,126.966214,주차장,공영주차장,가능
반포동 방음언덕형 공영주차장(구),서초구,94,서초구 반포동 730-0,37.50486336,127.0183587,주차장,공영주차장,가능
잠원동방음언덕형공영주차장(구),서초구,94,서초구 잠원동 10-33,37.51638775,127.0163891,주차장,공영주차장,가능
하왕십리(건물) 공영주차장(구),성동구,94,성동구 행당동 347-3,37.560316,127.027944,주차장,공영주차장,가능
율촌빌딩 주차장,영등포구,94,영등포구 여의도동 24-1,37.5248612,126.9272831,주차장,공영주차장,가능
효창공원 주차장,용산구,94,용산구 효창동 257-0 ,37.54407982,126.9599029,주차장,공영주차장,가능
성북역광장(민영),노원구,93,노원구 월계동 85-0,37.6224939,127.0624665,주차장,민영주차장,불가능
성수1가1동(건물) 공영주차장(구),성동구,93,성동구 성수동1가 656-260,37.53996228,127.0463849,주차장,공영주차장,가능
양평2동청사 공영(구),영등포구,93,영등포구 양평동4가 72-1,37.5364693,126.8938571,주차장,공영주차장,가능
마른내길 공영주차장(시),중구,34,중구 인현동1가 87-10,37.56435611,126.9945267,주차장,공영주차장,가능
루체브릿지 주차장,강서구,92,강서구 마곡동 797-12 ,37.559644,126.836191,주차장,공영주차장,가능
성수역 3번출구 앞(구),성동구,92,성동구 성수동2가 276-5,37.54003122,127.0553217,주차장,공영주차장,가능
범일빌딩 주차장,은평구,92,은평구 갈현동 396-1,37.61987377,126.9201614,주차장,공영주차장,가능
중앙성결교회,종로구,92,종로구 종로6가 11-1 ,37.573654,127.008315,주차장,공영주차장,가능
하나손해보험빌딩,종로구,92,종로구 인의동 112-1 ,37.57278965,126.9971828,주차장,공영주차장,가능
버티 공영주차장(구),중구,92,중구 신당동 432-1693,37.54909105,127.0059107,주차장,공영주차장,가능
논현웰스톤 주차장,강남구,91,강남구 논현동 108-0,37.51846582,127.0380514,주차장,공영주차장,가능
수유일공원공영주차장(구),강북구,91,강북구 수유동 605-407,37.63061186,127.0174307,주차장,공영주차장,가능
현대백화점 유플렉스 주차장,서대문구,91,서대문구 창천동 30-1,37.55680708,126.9365656,주차장,공영주차장,가능
골드로즈 주차장,서초구,91,서초구 서초동 1330-6,37.49316598,127.028279,주차장,공영주차장,가능
대림역2 공영주차장(시),구로구,35,구로구 구로동 73-9,37.49655857,126.8934938,주차장,공영주차장,가능
런던웨딩프라자(민영),관악구,90,관악구 신림동 1484-7,37.481005,126.9118403,주차장,민영주차장,불가능
AJ파크 고척스카이점(민영),구로구,90,구로구 고척동 76-15,37.49924752,126.8647092,주차장,민영주차장,불가능
한스바이오메드 주차장(민영),송파구,90,송파구 문정동 640-3,37.486454,127.115815,주차장,민영주차장,불가능
호텔더디자이너스리즈강남 주차장,강남구,90,강남구 논현동 201-4 ,37.505221,127.025955,주차장,공영주차장,가능
서울역서부 주차장,중구,90,중구 봉래동2가 122-0 ,37.558363,126.969685,주차장,공영주차장,가능
안국역 4번출구 주차장(민영),종로구,89,종로구 운니동 114-2,37.57681454,126.9876324,주차장,민영주차장,불가능
전기공사공제조합빌딩 주차장,강남구,89,강남구 논현동 19-7,37.51311803,127.0208728,주차장,공영주차장,가능
광진광장 공영주차장(구),광진구,36,광진구 군자동 374-9,37.54770648,127.0732696,주차장,공영주차장,불가능
흥국생명빌딩 주차장,강남구,89,강남구 역삼동 814-5,37.50207076,127.0262398,주차장,공영주차장,가능
인수동 공영주차장(구),강북구,89,강북구 수유동 126-0,37.63608367,127.0184499,주차장,공영주차장,가능
위성프라자 주차장,노원구,89,노원구 상계동 693-2,37.6560945,127.0610476,주차장,공영주차장,가능
청계산근린광장(구),서초구,89,서초구 원지동 355-1,37.44649791,127.0561579,주차장,공영주차장,가능
공유) 성동 17-29(구),성동구,36,성동구 성수동2가 527-0 ,37.5359,127.05367,주차장,공영주차장,가능
약수동 공영주차장(구),중구,89,중구 신당동 349-234,37.55222214,127.0133576,주차장,공영주차장,가능
러스크서울병원[망우동 4호점],중랑구,89,중랑구 망우동 207-2 ,37.600071,127.104311,주차장,공영주차장,가능
대성주차장(민영),성북구,88,성북구 석관동 245-4,37.61071357,127.058024,주차장,민영주차장,불가능
제이타워,강남구,88,강남구 신사동 538-0,37.51824747,127.0237217,주차장,공영주차장,가능
광진구민체육센타 및 광진청소년수련관,광진구,88,광진구 광장동 313-3 ,37.54620563,127.1065212,주차장,공영주차장,가능
KT광명빌딩,금천구,88,금천구 독산동 1093-0,37.45601954,126.8875979,주차장,공영주차장,가능
신길환승(5호선)(구),영등포구,88,영등포구 영등포동1가 35-0,37.51775234,126.9146039,주차장,공영주차장,가능
양화1주차장[당산철교 하부],영등포구,88,영등포구 당산동 95-5,37.53796609,126.9033181,주차장,공영주차장,가능
서울시청 서소문청사 부설주차장,중구,88,중구 서소문동 37-0 ,37.564368,126.975165,주차장,공영주차장,가능
봉화산역(남) 공영주차장(시),중랑구,88,중랑구 신내동 647-0,37.61642995,127.0919719,주차장,공영주차장,가능
강남구 민자유치 논현2호주차장(민영),강남구,87,강남구 논현동 127-14,37.51223489,127.02857,주차장,민영주차장,불가능
삼성호텔주차장(민영),강남구,87,강남구 역삼동 605-1,37.50608868,127.0321068,주차장,민영주차장,불가능
초동주차장(민영),중구,86,중구 초동 17-1,37.56538039,126.9931315,주차장,민영주차장,불가능
화곡7-1 공영주차장(구),강서구,86,강서구 화곡동 370-63,37.53601946,126.8391666,주차장,공영주차장,가능
자양4동공영주차장(구),광진구,86,광진구 자양동 5-5,37.53867795,127.0682434,주차장,공영주차장,가능
SJ테크노빌(구),금천구,37,금천구 가산동 60-19,37.47753374,126.8846333,주차장,공영주차장,가능
가산중뒤(구),금천구,37,금천구 독산동 300-21,37.46714154,126.8930561,주차장,공영주차장,가능
대농빌딩 주차장,마포구,86,마포구 마포동 33-1 ,37.5394453,126.9448169,주차장,공영주차장,가능
창신1동공영주차장(창일공영)(구),종로구,86,종로구 창신동 82-0,37.57488143,127.0150838,주차장,공영주차장,가능
태성빌딩,강남구,85,강남구 대치동 988-15 ,37.49949813,127.0617732,주차장,공영주차장,가능
선진빌딩,강동구,85,강동구 천호동 44-1 ,37.54437953,127.1420465,주차장,공영주차장,가능
회기역주변 공영주차장(구),동대문구,85,동대문구 휘경동 262-2,37.59029959,127.0619034,주차장,공영주차장,가능
아이비타워 주차장,마포구,85,마포구 노고산동 106-5,37.55406494,126.9357051,주차장,공영주차장,가능
서대문구청 주차장,서대문구,85,서대문구 연희동 168-6 ,37.57922299,126.9366198,주차장,공영주차장,가능
홍익동(건물) 공영주차장(구),성동구,85,성동구 홍익동 252-0,37.5656391,127.033905,주차장,공영주차장,가능
송파동 공영주차장(구),송파구,85,송파구 송파동 128-0,37.50704487,127.1133641,주차장,공영주차장,가능
강남구 민자유치 대치주차장(민영),강남구,84,강남구 대치동 962-23,37.50184688,127.0597343,주차장,민영주차장,불가능
강남구 민자유치 청담주차장(민영),강남구,84,강남구 청담동 49-3,37.52371281,127.0486412,주차장,민영주차장,불가능
런던웨딩프라자(민영),관악구,84,관악구 신림동 1487-11,37.48043741,126.9114992,주차장,민영주차장,불가능
가양라이품 공영주차장(시),강서구,38,강서구 가양동 1457-1,37.57155732,126.8416529,주차장,공영주차장,불가능
산경물산 주차장(민영),영등포구,84,영등포구 당산동2가 47-4,37.52381051,126.8935934,주차장,민영주차장,불가능
메디톡스사옥,강남구,84,강남구 대치동 997-4 ,37.50929417,127.0664073,주차장,공영주차장,가능
오류1동 텃골주차장(구),구로구,84,구로구 오류동 6-11,37.4954652,126.8392484,주차장,공영주차장,가능
동막골 (구),노원구,38,노원구 상계동 31-0,37.67528134,127.086413,주차장,공영주차장,불가능
외대역주차빌딩 공영(구),동대문구,84,동대문구 이문동 306-14,37.59504107,127.0626248,주차장,공영주차장,가능
농협신촌복합빌딩 주차장,마포구,84,마포구 노고산동 49-31,37.55609639,126.9331501,주차장,공영주차장,가능
